,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
23368,charbon,SaRb§,NOM,1,9.24,8.39,24.59,21.96,CVCCV,CCVCCVC,2,7
23423,charger,SaRZe,VER,1,93.02,15.58,122.16,10.2,CVCCV,CCVCCVC,2,7
23424,charge,SaRZ,NOM,1,32.86,24.98,41.28,36.08,CVCC,CCVCCV,1,6
23465,charmant,SaRm@,ADJ,1,54.51,27.52,41.15,19.86,CVCCV,CCVCCVCC,2,8
23474,charme,SaRm,NOM,1,22.92,19.7,53.45,43.65,CVCC,CCVCCV,1,6
23537,charrette,SaREt,NOM,1,6.98,6.63,20.95,16.82,CVCVC,CCVCCVCCV,2,9
23636,chasseur,Sas9R,NOM,1,34.92,21.27,41.55,23.58,CVCVC,CCVCCVVC,2,8
23821,chauffeur,Sof9R,NOM,1,40.59,37.35,49.86,44.19,CVCVC,CCVVCCVVC,2,9
23875,chaussure,SosyR,NOM,1,73.58,12.49,56.49,8.78,CVCVC,CCVVCCVCV,2,9
24048,chercher,SERSe,VER,1,712.46,341.01,448.99,172.36,CVCCV,CCVCCCVC,2,8
24194,chèvre,SEvR,NOM,1,14.08,8.26,20.61,10.14,CVCC,CCVCCV,1,6
24407,chiffre,SifR,NOM,1,27.28,9.38,33.11,12.7,CVCC,CCVCCCV,1,7
24708,chômage,SomaZ,NOM,1,12.5,12.5,5.41,5.41,CVCVC,CCVCVCV,2,7
25098,cible,sibl,NOM,1,33.55,28.69,10.74,8.65,CVCC,CVCCV,1,5
25151,cigare,sigaR,NOM,1,17.15,10.63,24.93,17.7,CVCVC,CVCVCV,2,6
25298,cinquante,s5k@t,ADJ:num,1,9.26,9.26,61.08,61.08,CVCVC,CVCCVVCCV,2,9
25458,cirque,siRk,NOM,1,23.25,22.95,19.53,18.38,CVCC,CVCCVV,1,6
25655,clair,klER,ADJ,1,122.69,88.54,156.69,91.01,CCVC,CCVVC,1,5
25656,clair,klER,NOM,1,12.79,12.61,14.12,13.58,CCVC,CCVVC,1,5
25860,classe,klas,NOM,1,78.99,70.46,108.92,90.74,CCVC,CCVCCV,1,6
26135,cloche,klOS,NOM,1,19.72,9.01,34.59,18.24,CCVC,CCVCCV,1,6
26311,club,kl9b,NOM,1,67.51,61.99,21.42,18.58,CCVC,CCVC,1,4
26585,coffre,kOfR,NOM,1,39.35,35.97,29.32,25.14,CVCC,CVCCCV,1,6
26619,cognac,koNak,NOM,1,12.07,11.69,11.01,10.68,CVCVC,CVCCVC,2,6
26808,colère,kolER,NOM,1,68.9,67.91,100.07,92.77,CVCVC,CVCVCV,2,6
26950,collège,kolEZ,NOM,1,11.58,11.3,26.82,25.0,CVCVC,CVCCVCV,2,7
26962,collègue,kolEg,NOM,1,38.93,18.22,32.09,12.16,CVCVC,CVCCVCVV,2,8
27002,colline,kolin,NOM,1,26.39,15.61,55.61,30.07,CVCVC,CVCCVCV,2,7
27105,colonne,kolOn,NOM,1,11.95,9.24,50.07,25.95,CVCVC,CVCVCCV,2,7
27324,comble,k§bl,NOM,1,8.56,7.86,27.3,22.5,CVCC,CVCCCV,1,6
27377,comique,komik,ADJ,1,4.86,4.33,13.45,10.34,CVCVC,CVCVCVV,2,7
27405,commande,kom@d,NOM,1,31.36,19.41,18.72,12.64,CVCVC,CVCCVCCV,2,8
27625,commode,komOd,ADJ,1,4.96,4.43,17.16,15.74,CVCVC,CVCCVCV,2,7
27626,commode,komOd,NOM,1,3.36,3.21,12.09,10.88,CVCVC,CVCCVCV,2,7
27999,complet,k§plE,ADJ,1,29.19,17.76,44.12,20.61,CVCCV,CVCCCVC,2,7
28279,compris,k§pRi,ADJ,1,82.84,82.12,11.01,9.46,CVCCV,CVCCCVC,2,7
28533,concert,k§sER,NOM,1,31.65,26.51,30.14,24.86,CVCVC,CVCCVCC,2,7
28681,concours,k§kuR,NOM,1,23.89,23.89,31.69,31.69,CVCVC,CVCCVVCC,2,8
29169,conflit,k§fli,NOM,1,13.79,9.63,14.12,11.08,CVCCV,CVCCCVC,2,7
29255,confort,k§fOR,NOM,1,6.02,5.97,17.03,16.62,CVCVC,CVCCVCC,2,7
29390,congrès,k§gRE,NOM,1,15.77,15.77,8.78,8.78,CVCCV,CVCCCVC,2,7
29518,connard,konaR,ADJ,1,31.93,29.94,2.16,1.89,CVCVC,CVCCVCC,2,7
29519,connard,konaR,NOM,1,50.13,40.7,6.28,4.53,CVCVC,CVCCVCC,2,7
29597,conquête,k§kEt,NOM,1,5.95,3.85,16.42,10.88,CVCVC,CVCCVVCV,2,8
30792,contrat,k§tRa,NOM,1,53.23,45.7,15.0,12.43,CVCCV,CVCCCVC,2,7
30926,contre,k§tR,PRE,1,313.71,313.71,591.15,591.15,CVCC,CVCCCV,1,6
31684,corde,kORd,NOM,1,38.57,28.89,48.38,31.76,CVCC,CVCCV,1,5
32081,corvée,kORve,NOM,1,6.32,4.05,16.76,10.74,CVCCV,CVCCVV,2,6
32465,couleur,kul9R,NOM,1,82.25,57.46,198.72,118.65,CVCVC,CVVCVVC,2,7
32594,couple,kupl,NOM,1,49.62,41.13,63.99,47.23,CVCC,CVVCCV,1,6
32617,courage,kuRaZ,NOM,1,70.73,70.7,70.34,69.8,CVCVC,CVVCVCV,2,7
32653,courbe,kuRb,NOM,1,3.0,1.72,18.11,11.82,CVCC,CVVCCV,1,6
32686,courir,kuRiR,VER,1,146.5,47.19,263.38,71.82,CVCVC,CVVCVC,2,6
32698,couronne,kuROn,NOM,1,23.15,15.16,20.61,12.5,CVCVC,CVVCVCCV,2,8
32746,course,kuRs,NOM,1,72.48,40.45,81.22,51.22,CVCC,CVVCCV,1,6
32927,coutume,kutym,NOM,1,10.46,7.27,25.14,17.03,CVCVC,CVVCVCV,2,7
32977,couvert,kuvER,NOM,1,7.98,5.65,25.14,17.09,CVCVC,CVVCVCC,2,7
33152,crainte,kR5t,NOM,1,14.54,11.39,52.64,45.61,CCVC,CCVVCCV,1,7
33214,crâne,kRan,NOM,1,28.6,26.88,56.82,52.23,CCVC,CCVCV,1,5
33332,crasse,kRas,NOM,1,3.29,3.16,13.45,13.11,CCVC,CCVCCV,1,6
33505,crème,kREm,NOM,1,20.61,19.72,24.46,20.95,CCVC,CCVCV,1,5
33615,crête,kREt,NOM,1,4.23,3.52,26.22,21.62,CCVC,CCVCV,1,5
33815,crime,kRim,NOM,1,104.07,81.77,45.07,29.32,CCVC,CCVCV,1,5
33848,crise,kRiz,NOM,1,50.15,43.51,49.73,37.97,CCVC,CCVCV,1,5
34146,crosse,kROs,NOM,1,2.27,1.96,11.96,10.14,CCVC,CCVCCV,1,6
34203,croupe,kRup,NOM,1,0.96,0.64,14.05,10.95,CCVC,CCVVCV,1,6
34253,croûte,kRut,NOM,1,5.81,5.07,17.3,12.23,CCVC,CCVVCV,1,6
34667,culotte,kylOt,NOM,1,18.14,13.34,37.3,27.7,CVCVC,CVCVCCV,2,7
34705,culte,kylt,NOM,1,5.37,4.74,14.93,13.58,CVCC,CVCCV,1,5
34892,cuvette,kyvEt,NOM,1,2.49,2.38,12.97,11.82,CVCVC,CVCVCCV,2,7
35022,d'abord,dabOR,ADV,1,175.45,175.45,169.32,169.32,CVCVC,C'VCVCC,2,7
35355,d'autres,dotR,ADJ:ind,1,133.34,133.34,119.73,119.73,CVCC,C'VVCCVC,1,8
35356,d'autres,dotR,PRO:ind,1,78.71,78.71,86.55,86.55,CVCC,C'VVCCVC,1,8
35617,débile,debil,ADJ,1,21.09,17.8,4.66,3.11,CVCVC,CVCVCV,2,6
35950,débris,debRi,NOM,1,4.94,4.94,13.85,13.85,CVCCV,CVCCVC,2,6
37143,décor,dekOR,NOM,1,8.38,6.01,45.61,38.78,CVCVC,CVCVC,2,5
37713,défaire,defER,VER,1,12.3,5.26,32.23,10.14,CVCVC,CVCVVCV,2,7
37724,défaite,defEt,NOM,1,8.38,7.64,21.82,19.46,CVCVC,CVCVVCV,2,7
37828,défense,def@s,NOM,1,50.94,48.56,52.3,47.77,CVCVC,CVCVCCV,2,7
39113,délire,deliR,NOM,1,13.2,10.93,19.8,16.62,CVCVC,CVCVCV,2,6
40253,dentelle,d@tEl,NOM,1,3.78,3.04,25.07,17.5,CVCVC,CVCCVCCV,2,8
40364,départ,depaR,NOM,1,68.49,67.35,123.04,116.96,CVCVC,CVCVCC,2,6
41735,descente,des@t,NOM,1,11.59,10.48,23.24,20.81,CVCVC,CVCCVCCV,2,8
41859,désert,dezER,ADJ,1,8.02,3.04,52.57,16.69,CVCVC,CVCVCC,2,6
41860,désert,dezER,NOM,1,27.66,26.13,41.89,36.76,CVCVC,CVCVCC,2,6
42188,désir,deziR,NOM,1,45.35,31.59,117.09,96.69,CVCVC,CVCVC,2,5
42478,dessert,desER,NOM,1,13.4,11.61,12.57,11.62,CVCVC,CVCCVCC,2,7
42596,destin,dest5,NOM,1,53.03,51.93,67.23,62.77,CVCCV,CVCCVC,2,6
42854,détente,det@t,NOM,1,5.47,5.42,10.68,10.47,CVCVC,CVCVCCV,2,7
43039,détour,detuR,NOM,1,6.82,5.43,24.86,16.76,CVCVC,CVCVVC,2,6
44246,dimanche,dim@S,NOM,1,63.98,59.67,101.15,87.84,CVCVC,CVCVCCCV,2,8
45014,disque,disk,NOM,1,33.61,20.36,42.16,21.49,CVCC,CVCCVV,1,6
45459,divers,divER,ADJ:ind,1,7.28,3.6,52.77,11.69,CVCVC,CVCVCC,2,6
45460,divers,divER,ADJ,1,7.28,2.18,52.77,25.88,CVCVC,CVCVCC,2,6
45630,dizaine,dizEn,NOM,1,11.08,5.87,44.73,26.55,CVCVC,CVCVVCV,2,7
45772,dollar,dolaR,NOM,1,134.1,13.89,16.96,3.85,CVCVC,CVCCVC,2,6
45782,domaine,domEn,NOM,1,21.57,19.21,46.22,37.91,CVCVC,CVCVVCV,2,7
45882,dommage,domaZ,NOM,1,65.59,59.43,26.15,24.05,CVCVC,CVCCVCV,2,7
45883,dommage,domaZ,ONO,1,25.88,25.88,5.34,5.34,CVCVC,CVCCVCV,2,7
46185,double,dubl,ADJ,1,30.46,28.68,58.99,52.84,CVCC,CVVCCV,1,6
46186,double,dubl,NOM,1,19.32,18.06,15.34,13.24,CVCC,CVVCCV,1,6
46248,douceur,dus9R,NOM,1,16.87,16.02,70.0,66.08,CVCVC,CVVCVVC,2,7
46307,douleur,dul9R,NOM,1,75.89,65.78,91.89,77.84,CVCVC,CVVCVVC,2,7
46359,douzaine,duzEn,NOM,1,12.89,8.18,18.58,13.18,CVCVC,CVVCVVCV,2,8
46457,drame,dRam,NOM,1,14.87,13.48,39.93,32.5,CCVC,CCVCV,1,5
46584,drogue,dROg,NOM,1,58.76,47.2,13.72,10.54,CCVC,CCVCVV,1,6
46630,drôle,dRol,ADJ,1,144.48,138.46,95.07,85.47,CCVC,CCVCV,1,5
46631,drôle,dRol,NOM,1,18.73,13.59,21.01,14.46,CCVC,CCVCV,1,5
46796,duquel,dykEl,PRO:rel,1,2.36,1.92,30.2,22.57,CVCVC,CVCVVC,2,6
59707,façade,fasad,NOM,1,4.6,4.19,46.76,29.66,CVCVC,CVCVCV,2,6
59769,facile,fasil,ADJ,1,159.35,153.57,98.65,88.65,CVCVC,CVCVCV,2,6
59926,faible,fEbl,ADJ,1,38.78,31.03,53.65,40.95,CVCC,CVVCCV,1,6
60058,falaise,falEz,NOM,1,5.85,4.45,20.68,15.47,CVCVC,CVCVVCV,2,7
60263,fantôme,f@tom,NOM,1,48.23,29.71,35.88,20.74,CVCVC,CVCCVCV,2,7
60357,farine,faRin,NOM,1,7.95,7.93,13.72,13.51,CVCVC,CVCVCV,2,6
60365,farouche,faRuS,ADJ,1,2.39,1.9,15.2,11.62,CVCVC,CVCVVCCV,2,8
60433,fatal,fatal,ADJ,1,11.69,5.37,23.38,12.3,CVCVC,CVCVC,2,5
60468,fatigue,fatig,NOM,1,9.25,8.7,69.46,65.81,CVCVC,CVCVCVV,2,7
60493,faubourg,fobuR,NOM,1,1.69,0.58,22.09,14.73,CVCVC,CVVCVVCC,2,8
60651,faveur,fav9R,NOM,1,36.65,31.09,31.62,27.64,CVCVC,CVCVVC,2,6
61067,fermé,fERme,ADJ,1,21.46,7.61,56.35,13.38,CVCCV,CVCCV,2,5
61069,ferme,fERm,ADJ,1,25.2,22.93,45.14,39.39,CVCC,CVCCV,1,5
61071,ferme,fERm,NOM,1,76.86,73.53,58.04,47.23,CVCC,CVCCV,1,5
61099,fermer,fERme,VER,1,238.65,48.85,197.16,32.97,CVCCV,CVCCVC,2,6
61129,féroce,feROs,ADJ,1,6.33,4.39,16.22,12.3,CVCVC,CVCVCV,2,6
61405,feutre,f2tR,NOM,1,1.45,1.33,13.99,13.18,CVCC,CVVCCV,1,6
61496,ficelle,fisEl,NOM,1,6.31,3.13,21.22,13.38,CVCVC,CVCVCCV,2,7
61553,fidèle,fidEl,ADJ,1,24.61,20.04,35.61,27.43,CVCVC,CVCVCV,2,6
61700,figure,figyR,NOM,1,25.18,22.49,95.34,77.7,CVCVC,CVCVCV,2,6
61832,filmer,filme,VER,1,40.08,12.89,3.45,1.28,CVCCV,CVCCVC,2,6
61837,film,film,NOM,1,252.66,195.1,74.12,49.53,CVCC,CVCC,1,4
61898,final,final,ADJ,1,18.2,9.73,19.39,11.55,CVCVC,CVCVC,2,5
61987,finir,finiR,VER,1,557.61,96.48,417.97,68.92,CVCVC,CVCVC,2,5
62074,fiston,fist§,NOM,1,30.43,30.38,2.97,2.84,CVCCV,CVCCVC,2,6
62106,fixe,fiks,ADJ,1,11.12,9.83,39.53,27.97,CVCC,CVCV,1,4
62118,fixer,fikse,VER,1,32.73,7.04,140.95,24.8,CVCCV,CVCVC,2,5
62288,flamme,flam,NOM,1,26.93,12.61,71.82,38.38,CCVC,CCVCCV,1,6
62366,flaque,flak,NOM,1,3.53,2.31,23.99,10.07,CCVC,CCVCVV,1,6
62435,flèche,flES,NOM,1,12.76,8.21,25.0,15.54,CCVC,CCVCCV,1,6
62522,fleur,fl9R,NOM,1,99.75,25.2,164.39,42.97,CCVC,CCVVC,1,5
62553,fleuve,fl9v,NOM,1,21.58,19.81,46.89,39.32,CCVC,CCVVCV,1,6
62573,flic,flik,NOM,1,153.5,67.53,72.43,30.95,CCVC,CCVC,1,4
62584,flingue,fl5g,NOM,1,44.48,38.34,12.57,10.88,CCVC,CCVCCVV,1,7
62726,flotte,flOt,NOM,1,16.36,16.22,27.64,26.22,CCVC,CCVCCV,1,6
63104,fondre,f§dR,VER,1,17.32,8.05,38.18,17.7,CVCC,CVCCCV,1,6
63127,fontaine,f§tEn,NOM,1,7.72,6.62,24.46,17.36,CVCVC,CVCCVVCV,2,8
63182,force,fORs,NOM,1,151.96,108.29,344.73,218.38,CVCC,CVCCV,1,5
63203,forcer,fORse,VER,1,64.64,16.33,75.41,18.04,CVCCV,CVCCVC,2,6
63333,forme,fORm,NOM,1,94.19,82.61,176.69,137.91,CVCC,CVCCV,1,5
63348,former,fORme,VER,1,39.69,8.18,110.27,15.95,CVCCV,CVCCVC,2,6
63506,foudre,fudR,NOM,1,12.94,12.5,14.46,12.64,CVCC,CVVCCV,1,6
63662,foulard,fulaR,NOM,1,4.44,3.94,19.19,15.95,CVCVC,CVVCVCC,2,7
63787,fourneau,fuRno,NOM,1,2.26,1.13,15.34,12.3,CVCCV,CVVCCVVV,2,8
63884,fourrure,fuRyR,NOM,1,7.53,5.56,21.42,16.89,CVCVC,CVVCCVCV,2,8
63941,foutre,futR,VER,1,400.67,97.99,172.3,42.7,CVCC,CVVCCV,1,6
64280,frappe,fRap,NOM,1,11.61,10.87,5.14,4.53,CCVC,CCVCCV,1,6
64510,frère,fRER,NOM,1,390.39,311.45,216.35,142.36,CCVC,CCVCV,1,5
64581,fric,fRik,NOM,1,109.01,108.99,26.42,26.35,CCVC,CCVC,1,4
65148,führer,fyR9R,NOM,1,23.86,23.84,4.59,4.59,CVCVC,CVCCVC,2,6
65345,fureur,fyR9R,NOM,1,7.87,7.03,33.92,30.61,CVCVC,CVCVVC,2,6
65514,futur,fytyR,ADJ,1,23.2,9.41,36.35,13.92,CVCVC,CVCVC,2,5
65515,futur,fytyR,NOM,1,26.33,25.73,11.89,10.61,CVCVC,CVCVC,2,5
66083,garage,gaRaZ,NOM,1,25.25,24.41,24.12,22.23,CVCVC,CVCVCV,2,6
66129,garce,gaRs,NOM,1,21.71,20.25,8.78,7.36,CVCC,CVCCV,1,5
66133,garçon,gaRs§,NOM,1,251.51,188.41,262.5,186.96,CVCCV,CVCCVC,2,6
66171,garde,gaRd,NOM,1,104.47,76.76,112.09,89.86,CVCC,CVCCV,1,5
66191,garder,gaRde,VER,1,338.4,123.09,257.5,68.31,CVCCV,CVCCVC,2,6
67159,geste,ZEst,NOM,1,40.78,31.41,271.08,172.03,CVCC,CVCCV,1,5
67432,glace,glas,NOM,1,66.82,58.09,91.01,76.01,CCVC,CCVCV,1,5
67911,golf,gOlf,NOM,1,14.14,14.05,7.3,7.16,CVCC,CVCC,1,4
68053,gorgée,gORZe,NOM,1,5.7,4.97,20.27,13.31,CVCCV,CVCCVV,2,6
68059,gorge,gORZ,NOM,1,30.87,29.57,86.82,82.64,CVCC,CVCCV,1,5
68129,gouffre,gufR,NOM,1,3.84,3.43,13.38,11.35,CVCC,CVVCCCV,1,7
68372,grâce,gRas,NOM,1,34.59,32.08,57.7,49.66,CCVC,CCVCV,1,5
68374,grâce,gRas,PRE,1,85.61,85.61,78.85,78.85,CCVC,CCVCV,1,5
68480,graisse,gREs,NOM,1,9.09,8.38,18.31,17.64,CCVC,CCVVCCV,1,7
68620,grange,gR@Z,NOM,1,7.33,6.95,46.01,40.74,CCVC,CCVCCV,1,6
68816,grave,gRav,ADJ,1,142.48,134.19,93.78,74.86,CCVC,CCVCV,1,5
68897,grec,gREk,ADJ,1,12.14,6.12,29.46,11.22,CCVC,CCVC,1,4
68898,grec,gREk,NOM,1,11.36,6.31,26.22,14.86,CCVC,CCVC,1,4
69076,grève,gREv,NOM,1,15.87,14.54,26.55,22.36,CCVC,CCVCV,1,5
69647,grotte,gROt,NOM,1,12.23,8.96,21.96,17.84,CCVC,CCVCCV,1,6
69694,groupe,gRup,NOM,1,104.38,90.16,122.5,85.88,CCVC,CCVVCV,1,6
69796,guérir,geRiR,VER,1,44.73,17.7,30.27,11.49,CVCVC,CVVCVC,2,6
70070,guitare,gitaR,NOM,1,13.86,12.78,14.8,11.55,CVCVC,CVVCVCV,2,7
79002,jadis,Zadis,ADV,1,11.55,11.55,52.3,52.3,CVCVC,CVCVC,2,5
79160,jardin,ZaRd5,NOM,1,60.21,54.01,185.81,148.72,CVCCV,CVCCVC,2,6
79329,jet,dZEt,NOM,1,10.49,7.96,20.95,14.53,CCVC,CVC,1,3
79391,jeunesse,Z9nEs,NOM,1,28.71,27.21,85.14,83.24,CVCVC,CVVCVCCV,2,8
79436,job,dZOb,NOM,1,28.62,27.24,2.77,2.43,CCVC,CVC,1,3
79705,journée,ZuRne,NOM,1,174.89,165.35,179.39,140.74,CVCCV,CVVCCVV,2,7
79922,jungle,Z1gl,NOM,1,16.47,16.25,8.38,7.43,CVCC,CVCCCV,1,6
80011,jusque,Zysk,PRE,1,15.05,15.05,37.5,37.5,CVCC,CVCCVV,1,6
80020,juste,Zyst,ADJ,1,656.86,653.49,153.45,147.77,CVCC,CVCCV,1,5
80021,juste,Zyst,ADV,1,252.71,252.71,109.46,109.46,CVCC,CVCCV,1,5
80022,juste,Zyst,NOM,1,18.73,17.36,22.36,20.81,CVCC,CVCCV,1,5
80151,karma,kaRma,NOM,1,10.73,10.73,0.14,0.14,CVCCV,CVCCV,2,5
80974,langage,l@gaZ,NOM,1,16.68,16.56,37.36,36.01,CVCVC,CVCCVCV,2,7
81119,laquelle,lakEl,PRO:rel,1,68.94,66.95,185.27,182.36,CVCVC,CVCVVCCV,2,8
81159,large,laRZ,ADJ,1,18.66,14.25,107.5,70.54,CVCC,CVCCV,1,5
81160,large,laRZ,NOM,1,8.63,8.38,36.62,35.61,CVCC,CVCCV,1,5
81200,larme,laRm,NOM,1,45.71,5.15,133.51,10.81,CVCC,CVCCV,1,5
81456,leader,lid9R,NOM,1,12.72,10.28,1.69,0.95,CVCVC,CVVCVC,2,6
81547,légende,leZ@d,NOM,1,20.41,16.07,27.43,21.49,CVCVC,CVCVCCV,2,7
81669,lenteur,l@t9R,NOM,1,1.16,1.15,22.5,21.96,CVCVC,CVCCVVC,2,7
81752,lesquels,lEkEl,PRO:rel,1,10.42,10.0,47.91,45.14,CVCVC,CVCCVVCC,2,8
81811,lettre,lEtR,NOM,1,156.77,108.79,256.01,140.88,CVCC,CVCCCV,1,6
81916,lèvre,lEvR,NOM,1,37.91,4.0,222.03,20.74,CVCC,CVCCV,1,5
82085,libre,libR,ADJ,1,134.42,110.36,167.91,130.14,CVCC,CVCCV,1,5
82353,limite,limit,NOM,1,32.77,13.69,47.23,21.76,CVCVC,CVCVCV,2,6
82510,liquide,likid,ADJ,1,7.7,7.48,14.86,12.03,CVCVC,CVCVVCV,2,7
82511,liquide,likid,NOM,1,18.41,17.74,19.19,17.91,CVCVC,CVCVVCV,2,7
82620,liste,list,NOM,1,71.56,69.07,24.32,18.92,CVCC,CVCCV,1,5
82673,litre,litR,NOM,1,10.19,2.75,18.51,10.2,CVCC,CVCCV,1,5
82739,livre,livR,NOM,1,198.11,112.43,286.49,151.76,CVCC,CVCCV,1,5
82750,livrer,livRe,VER,1,56.53,21.42,84.93,25.2,CVCCV,CVCCVC,2,6
82921,logique,loZik,ADJ,1,14.4,13.79,12.03,11.22,CVCVC,CVCVCVV,2,7
82922,logique,loZik,NOM,1,6.94,6.6,12.97,12.77,CVCVC,CVCVCVV,2,7
83041,longueur,l§g9R,NOM,1,9.42,8.36,28.45,26.82,CVCVC,CVCCVVVC,2,8
83399,lucide,lysid,ADJ,1,3.2,2.76,12.43,10.54,CVCVC,CVCVCV,2,6
83624,luxe,lyks,NOM,1,15.62,15.42,38.85,38.65,CVCC,CVCV,1,4
83812,machine,maSin,NOM,1,67.72,44.94,85.0,58.99,CVCVC,CVCCVCV,2,7
83918,madame,madam,NOM,1,307.36,249.32,203.45,198.72,CVCVC,CVCVCV,2,6
83997,magique,maZik,ADJ,1,26.93,21.84,25.88,19.8,CVCVC,CVCVCVV,2,7
84130,maigre,mEgR,ADJ,1,12.73,11.1,62.7,41.82,CVCC,CVVCCV,1,6
84256,maître,mEtR,NOM,1,128.55,118.88,151.49,125.74,CVCC,CVVCCV,1,6
84336,major,maZOR,NOM,1,16.95,16.45,8.38,8.04,CVCVC,CVCVC,2,5
84348,malade,malad,ADJ,1,158.27,147.5,73.92,66.22,CVCVC,CVCVCV,2,6
84349,malade,malad,NOM,1,41.24,25.67,43.18,26.15,CVCVC,CVCVCV,2,6
84380,malaise,malEz,NOM,1,6.55,6.34,25.14,23.38,CVCVC,CVCVVCV,2,7
84493,malheur,mal9R,NOM,1,56.89,49.16,92.64,72.84,CVCVC,CVCCVVC,2,7
84502,malice,malis,NOM,1,1.29,1.22,10.95,10.47,CVCVC,CVCVCV,2,6
84779,manège,manEZ,NOM,1,5.92,5.22,15.27,13.51,CVCVC,CVCVCV,2,6
85319,marchand,maRS@,NOM,1,15.32,8.66,45.81,24.12,CVCCV,CVCCCVCC,2,8
85329,marché,maRSe,NOM,1,74.36,72.73,62.43,57.36,CVCCV,CVCCCV,2,6
85331,marche,maRS,NOM,1,53.17,46.61,152.97,100.0,CVCC,CVCCCV,1,6
85346,marcher,maRSe,VER,1,364.37,85.34,325.61,80.88,CVCCV,CVCCCVC,2,7
85366,mardi,maRdi,NOM,1,23.65,22.38,16.28,15.47,CVCCV,CVCCV,2,5
85403,marge,maRZ,NOM,1,14.4,14.21,14.86,12.64,CVCC,CVCCV,1,5
85519,marine,maRin,ADJ,1,7.26,5.9,20.34,17.97,CVCVC,CVCVCV,2,6
85520,marine,maRin,NOM,1,5.89,4.73,12.77,11.76,CVCVC,CVCVCV,2,6
85683,marque,maRk,NOM,1,40.29,23.91,37.7,26.89,CVCC,CVCCVV,1,6
85695,marquer,maRke,VER,1,43.78,7.69,101.08,16.82,CVCCV,CVCCVVC,2,7
85719,marquis,maRki,NOM,1,16.69,14.98,18.31,9.86,CVCCV,CVCCVVC,2,7
85775,mars,maRs,NOM,1,9.75,9.75,31.42,31.42,CVCC,CVCC,1,4
85784,marteau,maRto,NOM,1,12.63,11.84,15.61,13.31,CVCCV,CVCCVVV,2,7
85921,masque,mask,NOM,1,29.18,23.16,38.65,28.45,CVCC,CVCCVV,1,6
86082,match,matS,NOM,1,63.48,58.26,10.0,9.39,CVCC,CVCCC,1,5
86537,médecin,mEds5,NOM,1,140.19,112.35,75.61,60.68,CVCCV,CVCVCVC,2,7
86817,mélange,mel@Z,NOM,1,9.9,9.56,31.01,28.58,CVCVC,CVCVCCV,2,7
86914,membre,m@bR,NOM,1,56.06,26.72,64.86,15.2,CVCC,CVCCCV,1,6
87010,ménage,menaZ,NOM,1,29.46,27.55,32.91,29.26,CVCVC,CVCVCV,2,6
87135,mensonge,m@s§Z,NOM,1,61.05,33.64,35.41,21.89,CVCVC,CVCCVCCV,2,8
87179,menteur,m@t9R,NOM,1,36.64,23.57,5.34,3.38,CVCVC,CVCCVVC,2,7
87233,mentir,m@tiR,VER,1,185.16,37.01,52.03,15.2,CVCVC,CVCCVC,2,6
87318,mépris,mepRi,NOM,1,7.39,7.39,36.55,36.55,CVCCV,CVCCVC,2,6
87341,merci,mERsi,NOM,1,379.38,378.44,53.51,53.24,CVCCV,CVCCV,2,5
87342,merci,mERsi,ONO,1,936.01,936.01,42.36,42.36,CVCCV,CVCCV,2,5
87356,merde,mERd,NOM,1,213.05,206.68,62.77,61.28,CVCC,CVCCV,1,5
87357,merde,mERd,ONO,1,221.46,221.46,33.85,33.85,CVCC,CVCCV,1,5
87419,mérite,meRit,NOM,1,8.49,6.85,18.99,11.62,CVCVC,CVCVCV,2,6
87523,message,mesaZ,NOM,1,117.11,99.7,42.57,31.15,CVCVC,CVCCVCV,2,7
87619,métal,metal,NOM,1,14.36,12.16,44.73,41.82,CVCVC,CVCVC,2,5
87694,méthode,metOd,NOM,1,24.87,13.83,24.86,16.42,CVCVC,CVCCVCV,2,7
87736,mètre,mEtR,NOM,1,43.49,6.03,130.07,21.82,CVCC,CVCCV,1,5
87746,métro,metRo,NOM,1,18.17,17.66,41.35,40.0,CVCCV,CVCCV,2,5
87783,mettre,mEtR,VER,1,1004.83,271.05,1083.72,230.2,CVCC,CVCCCV,1,6
87803,meuble,m9bl,NOM,1,19.48,2.46,53.99,11.76,CVCC,CVVCCV,1,6
88060,micro,mikRo,NOM,1,15.03,11.25,8.31,6.82,CVCCV,CVCCV,2,5
88670,minute,minyt,NOM,1,342.28,144.83,201.42,60.74,CVCVC,CVCVCV,2,6
88861,misère,mizER,NOM,1,18.77,16.85,47.23,39.46,CVCVC,CVCVCV,2,6
89075,mme,madam,NOM,1,81.64,81.64,33.24,33.24,CVCVC,CCV,2,3
89145,modèle,modEl,NOM,1,25.06,19.56,35.95,27.5,CVCVC,CVCVCV,2,6
89296,moeurs,m9Rs,NOM,1,3.08,3.08,21.08,21.08,CVCC,CVVVCC,1,6
89768,montagne,m§taN,NOM,1,62.01,36.76,81.82,49.8,CVCVC,CVCCVCCV,2,8
89862,montre,m§tR,NOM,1,48.4,43.91,47.84,41.62,CVCC,CVCCCV,1,6
89874,montrer,m§tRe,VER,1,327.33,136.2,276.55,81.15,CVCCV,CVCCCVC,2,7
89894,monture,m§tyR,NOM,1,2.21,1.61,16.62,11.55,CVCVC,CVCCVCV,2,7
