,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
83731,macaque,makak,NOM,1,1.72,1.44,0.41,0.14,CVCVC,CVCVCVV,2,7
83788,machette,maSEt,NOM,1,2.64,1.88,1.35,1.22,CVCVC,CVCCVCCV,2,8
83836,macho,matSo,ADJ,1,1.77,1.35,0.27,0.27,CVCCV,CVCCV,2,5
83837,macho,matSo,NOM,1,3.19,2.34,0.74,0.54,CVCCV,CVCCV,2,5
83926,madone,madOn,NOM,1,5.25,4.9,5.14,4.39,CVCVC,CVCVCV,2,6
84024,magnat,magna,NOM,1,0.96,0.83,1.42,1.28,CVCCV,CVCCVC,2,6
84312,majeur,maZ9R,ADJ,1,10.45,4.29,11.55,3.85,CVCVC,CVCVVC,2,6
84313,majeur,maZ9R,NOM,1,0.65,0.42,3.04,2.57,CVCVC,CVCVVC,2,6
84502,malice,malis,NOM,1,1.29,1.22,10.95,10.47,CVCVC,CVCVCV,2,6
84542,mallette,malEt,NOM,1,9.3,8.97,6.62,5.88,CVCVC,CVCCVCCV,2,8
84590,malsain,mals5,ADJ,1,5.05,3.85,9.05,4.93,CVCCV,CVCCVVC,2,7
84646,mamelle,mamEl,NOM,1,0.83,0.19,3.72,1.01,CVCVC,CVCVCCV,2,7
84662,mammaire,mamER,ADJ,1,0.58,0.2,0.14,0.07,CVCVC,CVCCVVCV,2,8
84664,mamma,mamma,NOM,1,2.27,2.27,0.27,0.27,CVCCV,CVCCV,2,5
84673,mammouth,mamut,NOM,1,1.38,1.16,8.18,7.84,CVCVC,CVCCVVCC,2,8
84701,manchette,m@SEt,NOM,1,2.34,1.69,6.22,1.76,CVCVC,CVCCCVCCV,2,9
84779,manège,manEZ,NOM,1,5.92,5.22,15.27,13.51,CVCVC,CVCVCV,2,6
84783,manette,manEt,NOM,1,1.08,0.65,2.64,0.95,CVCVC,CVCVCCV,2,7
84833,mangeur,m@Z9R,NOM,1,3.45,1.49,3.04,1.01,CVCVC,CVCCVVC,2,7
84943,manif,manif,NOM,1,4.98,3.33,2.16,1.49,CVCVC,CVCVC,2,5
85188,maquette,makEt,NOM,1,4.58,2.57,3.92,2.43,CVCVC,CVCVVCCV,2,8
85318,marchand,maRS@,ADJ,1,5.02,2.44,9.12,3.78,CVCCV,CVCCCVCC,2,8
85384,marelle,maREl,NOM,1,0.64,0.64,2.23,1.76,CVCVC,CVCVCCV,2,7
85428,margot,maRgo,NOM,1,1.17,1.17,0.0,0.0,CVCCV,CVCCVC,2,6
85520,marine,maRin,NOM,1,5.89,4.73,12.77,11.76,CVCVC,CVCVCV,2,6
85614,marmot,maRmo,NOM,1,1.52,1.21,2.36,1.42,CVCCV,CVCCVC,2,6
85673,marquant,maRk@,ADJ,1,0.56,0.22,1.49,0.68,CVCCV,CVCCVVCC,2,8
85681,marqué,maRke,ADJ,1,3.04,1.55,7.3,2.36,CVCCV,CVCCVV,2,6
85719,marquis,maRki,NOM,1,16.69,14.98,18.31,9.86,CVCCV,CVCCVVC,2,7
85723,marraine,maREn,NOM,1,2.74,2.52,8.78,8.38,CVCVC,CVCCVVCV,2,8
85784,marteau,maRto,NOM,1,12.63,11.84,15.61,13.31,CVCCV,CVCCVVV,2,7
85837,martin,maRt5,NOM,1,1.69,0.08,0.07,0.0,CVCCV,CVCCVC,2,6
85919,masqué,maske,ADJ,1,3.26,2.42,3.85,1.69,CVCCV,CVCCVV,2,6
85925,masquer,maske,VER,1,3.74,1.39,19.12,4.32,CVCCV,CVCCVVC,2,7
85960,massage,masaZ,NOM,1,9.57,7.76,3.18,2.23,CVCVC,CVCCVCV,2,7
85989,masseur,mas9R,NOM,1,1.94,0.7,1.69,1.15,CVCVC,CVCCVVC,2,7
85999,massif,masif,ADJ,1,7.16,2.52,22.3,8.92,CVCVC,CVCCVC,2,6
86000,massif,masif,NOM,1,0.67,0.47,12.23,7.64,CVCVC,CVCCVC,2,6
86209,mâtine,matin,NOM,1,0.57,0.0,1.22,0.14,CVCVC,CVCVCV,2,6
86236,matos,matos,NOM,1,5.72,5.72,1.55,1.55,CVCVC,CVCVC,2,5
86293,mature,matyR,ADJ,1,1.83,1.65,0.0,0.0,CVCVC,CVCVCV,2,6
86307,maudire,modiR,VER,1,7.97,1.65,10.47,2.64,CVCVC,CVVCVCV,2,7
86346,mauser,moz9R,NOM,1,0.57,0.56,3.04,2.09,CVCVC,CVVCVC,2,6
86351,maussade,mosad,ADJ,1,1.09,1.04,7.97,6.82,CVCVC,CVVCCVCV,2,8
86374,maxi,maksi,ADJ,1,1.71,1.71,0.27,0.27,CVCCV,CVCV,2,4
86375,maxi,maksi,NOM,1,0.58,0.54,0.95,0.95,CVCCV,CVCV,2,4
86413,mazout,mazut,NOM,1,1.42,1.42,2.64,2.64,CVCVC,CVCVVC,2,6
86449,mécène,mesEn,NOM,1,0.82,0.69,1.89,1.49,CVCVC,CVCVCV,2,6
86678,médoc,medOk,NOM,1,1.48,0.19,1.35,0.14,CVCVC,CVCVC,2,5
86691,méduse,medyz,NOM,1,1.5,0.66,3.92,1.42,CVCVC,CVCVCV,2,6
86699,meeting,mitiG,NOM,1,4.23,3.49,6.82,4.73,CVCVC,CVVCVCC,2,7
86838,mélasse,melas,NOM,1,1.31,1.31,1.42,1.42,CVCVC,CVCVCCV,2,7
86925,mémère,memER,NOM,1,1.03,1.0,5.34,3.78,CVCVC,CVCVCV,2,6
87169,mental,m@tal,ADJ,1,18.15,5.84,11.35,4.05,CVCVC,CVCCVC,2,6
87170,mental,m@tal,NOM,1,1.21,1.21,0.74,0.74,CVCVC,CVCCVC,2,6
87178,menteur,m@t9R,ADJ,1,8.49,5.3,4.8,2.36,CVCVC,CVCCVVC,2,7
87248,mentor,m5tOR,NOM,1,1.72,1.62,0.74,0.61,CVCVC,CVCCVC,2,6
87361,merder,mERde,VER,1,16.45,0.89,3.58,0.0,CVCCV,CVCCVC,2,6
87366,merdeux,mERd2,ADJ,1,3.56,2.73,2.57,1.49,CVCCV,CVCCVVC,2,7
87367,merdeux,mERd2,NOM,1,5.22,5.22,1.82,1.82,CVCCV,CVCCVVC,2,7
87419,mérite,meRit,NOM,1,8.49,6.85,18.99,11.62,CVCVC,CVCVCV,2,6
87441,merlan,mERl@,NOM,1,1.81,1.76,3.78,3.45,CVCCV,CVCCVC,2,6
87449,merlot,mERlo,NOM,1,1.9,1.9,0.0,0.0,CVCCV,CVCCVC,2,6
87521,mesquin,mEsk5,ADJ,1,2.93,1.64,6.96,2.91,CVCCV,CVCCVVC,2,7
87537,messer,mes9R,NOM,1,1.5,1.5,0.95,0.95,CVCVC,CVCCVC,2,6
87548,messire,mesiR,NOM,1,5.69,5.21,0.47,0.41,CVCVC,CVCCVCV,2,7
87686,métèque,metEk,NOM,1,1.26,0.64,4.19,2.91,CVCVC,CVCVCVV,2,7
87691,méthane,metan,NOM,1,0.7,0.7,0.2,0.2,CVCVC,CVCCVCV,2,7
87717,métis,metis,ADJ,1,0.56,0.34,0.95,0.41,CVCVC,CVCVC,2,5
87718,métis,metis,NOM,1,2.12,1.91,3.18,2.97,CVCVC,CVCVC,2,5
87770,metteur,mEt9R,NOM,1,5.5,5.24,7.7,6.01,CVCVC,CVCCVVC,2,7
87799,meublé,m9ble,ADJ,1,0.9,0.65,4.53,2.16,CVCCV,CVVCCV,2,6
87807,meubler,m9ble,VER,1,0.54,0.38,10.61,3.85,CVCCV,CVVCCVC,2,7
88060,micro,mikRo,NOM,1,15.03,11.25,8.31,6.82,CVCCV,CVCCV,2,5
88061,micron,mikR§,NOM,1,0.74,0.24,0.27,0.2,CVCCV,CVCCVC,2,6
88234,migrer,migRe,VER,1,0.83,0.44,0.14,0.0,CVCCV,CVCCVC,2,6
88304,milice,milis,NOM,1,3.77,3.25,4.39,2.43,CVCVC,CVCVCV,2,6
88420,milord,milOR,NOM,1,2.72,2.66,0.88,0.81,CVCVC,CVCVCC,2,6
88519,mincir,m5siR,VER,1,0.55,0.32,0.2,0.0,CVCVC,CVCCVC,2,6
88559,mineur,min9R,ADJ,1,8.01,3.79,6.62,2.7,CVCVC,CVCVVC,2,6
88560,mineur,min9R,NOM,1,8.79,3.26,11.96,4.05,CVCVC,CVCVVC,2,6
88597,minime,minim,ADJ,1,1.87,1.04,2.84,2.16,CVCVC,CVCVCV,2,6
88665,minus,minys,NOM,1,8.35,8.35,2.5,2.5,CVCVC,CVCVC,2,5
88744,mirage,miRaZ,NOM,1,1.83,1.42,10.07,6.08,CVCVC,CVCVCV,2,6
88902,missel,misEl,NOM,1,0.59,0.53,3.38,3.04,CVCVC,CVCCVC,2,6
88905,missile,misil,NOM,1,16.7,7.47,0.74,0.41,CVCVC,CVCCVCV,2,7
88919,missive,misiv,NOM,1,0.92,0.81,2.97,1.82,CVCVC,CVCCVCV,2,7
88940,mitard,mitaR,NOM,1,1.91,1.91,4.32,4.26,CVCVC,CVCVCC,2,6
89060,mixer,mikse,VER,1,1.11,0.78,0.27,0.0,CVCCV,CVCVC,2,5
89086,mobile,mobil,ADJ,1,4.8,4.16,12.64,6.96,CVCVC,CVCVCV,2,6
89087,mobile,mobil,NOM,1,8.01,7.03,2.84,1.15,CVCVC,CVCVCV,2,6
89144,modèle,modEl,ADJ,1,6.71,5.66,9.66,7.3,CVCVC,CVCVCV,2,6
89163,model,modEl,NOM,1,0.99,0.99,0.0,0.0,CVCVC,CVCVC,2,5
89279,module,modyl,NOM,1,7.03,6.49,0.61,0.54,CVCVC,CVCVCV,2,6
89403,molaire,molER,NOM,1,0.96,0.4,1.76,0.74,CVCVC,CVCVVCV,2,7
89472,mollir,moliR,VER,1,1.18,0.04,2.57,0.61,CVCVC,CVCCVC,2,6
89486,molosse,molOs,NOM,1,0.54,0.24,1.76,0.74,CVCVC,CVCVCCV,2,7
89595,mongol,m§gOl,ADJ,1,0.81,0.49,3.92,2.03,CVCVC,CVCCVC,2,6
89596,mongol,m§gOl,NOM,1,0.69,0.21,1.69,1.22,CVCVC,CVCCVC,2,6
89759,montage,m§taZ,NOM,1,6.66,6.35,2.91,2.77,CVCVC,CVCCVCV,2,7
89824,monteur,m§t9R,NOM,1,1.46,1.07,0.68,0.27,CVCVC,CVCCVVC,2,7
89894,monture,m§tyR,NOM,1,2.21,1.61,16.62,11.55,CVCVC,CVCCVCV,2,7
89940,moquette,mokEt,NOM,1,3.63,3.37,15.95,14.73,CVCVC,CVCVVCCV,2,8
89943,moqueur,mok9R,ADJ,1,0.82,0.41,9.12,4.73,CVCVC,CVCVVVC,2,7
89983,moral,moRal,ADJ,1,16.39,5.36,34.53,13.24,CVCVC,CVCVC,2,5
89984,moral,moRal,NOM,1,10.27,10.17,14.19,14.19,CVCVC,CVCVC,2,5
90031,mordant,mORd@,NOM,1,0.6,0.6,1.49,1.49,CVCCV,CVCCVCC,2,7
90093,mordu,mORdy,ADJ,1,1.16,0.89,1.55,0.68,CVCCV,CVCCV,2,5
90181,mormon,mORm§,NOM,1,0.75,0.18,0.14,0.0,CVCCV,CVCCVC,2,6
90192,morose,moRoz,ADJ,1,1.23,1.0,8.78,7.23,CVCVC,CVCVCV,2,6
90284,morveux,mORv2,ADJ,1,2.11,1.97,1.22,0.95,CVCCV,CVCCVVC,2,7
90285,morveux,mORv2,NOM,1,4.97,4.51,2.43,2.3,CVCCV,CVCCVVC,2,7
90299,mosquée,mOske,NOM,1,3.43,2.71,5.68,4.32,CVCCV,CVCCVVV,2,7
90303,motard,motaR,NOM,1,4.1,1.79,6.89,3.45,CVCVC,CVCVCC,2,6
90306,motel,motEl,NOM,1,9.43,8.62,1.28,1.22,CVCVC,CVCVC,2,5
90312,moteur,mot9R,ADJ,1,4.17,2.54,2.43,1.28,CVCVC,CVCVVC,2,6
90387,motus,motys,ONO,1,0.88,0.88,1.01,1.01,CVCVC,CVCVC,2,5
90410,mouchard,muSaR,ADJ,1,0.8,0.76,0.54,0.41,CVCVC,CVVCCVCC,2,8
90411,mouchard,muSaR,NOM,1,6.0,4.16,2.77,1.62,CVCVC,CVVCCVCC,2,8
90520,moujik,muZik,NOM,1,0.8,0.3,1.15,0.54,CVCVC,CVVCVC,2,6
90526,moulage,mulaZ,NOM,1,0.8,0.53,1.15,0.54,CVCVC,CVVCVCV,2,7
90584,moumoute,mumut,NOM,1,0.87,0.86,0.61,0.47,CVCVC,CVVCVVCV,2,8
90641,mousquet,muskE,NOM,1,1.31,0.48,0.95,0.54,CVCCV,CVVCCVVC,2,8
90694,moutard,mutaR,NOM,1,0.86,0.54,3.31,1.49,CVCVC,CVVCVCC,2,7
90813,muffin,m9fin,NOM,1,2.96,1.3,0.34,0.0,CVCVC,CVCCVC,2,6
90894,multi,mylti,ADV,1,2.37,2.37,0.61,0.61,CVCCV,CVCCV,2,5
90984,munir,myniR,VER,1,2.06,0.24,14.53,0.88,CVCVC,CVCVC,2,5
91021,murène,myREn,NOM,1,0.56,0.41,0.47,0.2,CVCVC,CVCVCV,2,6
91050,mûrir,myRiR,VER,1,3.77,1.11,8.24,2.7,CVCVC,CVCVC,2,5
91174,musette,myzEt,NOM,1,0.77,0.75,18.45,13.78,CVCVC,CVCVCCV,2,7
91337,mycose,mikoz,NOM,1,0.73,0.73,0.0,0.0,CVCVC,CVCVCV,2,6
91345,mylord,milOR,NOM,1,0.97,0.97,0.14,0.14,CVCVC,CVCVCC,2,6
91408,mythique,mitik,ADJ,1,1.15,1.01,4.19,3.11,CVCVC,CVCCVCVV,2,8
91427,nabab,nabab,NOM,1,0.72,0.55,0.68,0.54,CVCVC,CVCVC,2,5
91435,nacelle,nasEl,NOM,1,1.24,1.04,3.04,2.36,CVCVC,CVCVCCV,2,7
91483,nageur,naZ9R,NOM,1,2.72,1.43,4.59,3.24,CVCVC,CVCVVC,2,6
91649,narguer,naRge,VER,1,1.93,0.41,6.55,3.38,CVCCV,CVCCVVC,2,7
91655,narine,naRin,NOM,1,3.41,1.11,25.81,5.14,CVCVC,CVCVCV,2,6
91685,nasal,nazal,ADJ,1,1.56,0.6,2.5,0.47,CVCVC,CVCVC,2,5
91718,natal,natal,ADJ,1,5.71,2.54,13.92,5.47,CVCVC,CVCVC,2,5
91722,natif,natif,ADJ,1,0.58,0.44,3.65,1.82,CVCVC,CVCVC,2,5
91723,natif,natif,NOM,1,0.52,0.16,0.68,0.41,CVCVC,CVCVC,2,5
91799,nature,natyR,ADJ,1,5.52,5.52,11.01,11.01,CVCVC,CVCVCV,2,6
91840,nautique,notik,ADJ,1,1.89,0.71,2.09,1.15,CVCVC,CVVCVCVV,2,8
91854,naval,naval,ADJ,1,4.37,2.08,8.78,1.08,CVCVC,CVCVC,2,5
91864,navette,navEt,NOM,1,9.35,8.44,3.65,3.04,CVCVC,CVCVCCV,2,7
91908,navrant,navR@,ADJ,1,0.63,0.51,2.7,0.74,CVCCV,CVCCVCC,2,7
91915,navré,navRe,ADJ,1,8.94,6.81,4.26,2.43,CVCCV,CVCCV,2,5
91918,navrer,navRe,VER,1,18.68,0.0,4.19,0.07,CVCCV,CVCCVC,2,6
92143,négro,negRo,NOM,1,6.02,4.64,2.97,2.43,CVCCV,CVCCV,2,5
92174,nénette,nenEt,NOM,1,0.85,0.69,3.72,2.77,CVCVC,CVCVCCV,2,7
92273,nerveux,nERv2,NOM,1,3.0,2.11,1.49,1.15,CVCCV,CVCCVVC,2,7
92303,netteté,nEtte,NOM,1,0.61,0.61,9.12,9.12,CVCCV,CVCCVCV,2,7
92352,neural,n2Ral,ADJ,1,1.21,0.79,0.0,0.0,CVCVC,CVVCVC,2,6
92382,neurone,n2Ron,NOM,1,1.77,0.38,1.15,0.07,CVCVC,CVVCVCV,2,7
92430,neutron,n2tR§,NOM,1,0.68,0.46,0.54,0.14,CVCCV,CVVCCVC,2,7
92495,nibard,nibaR,NOM,1,1.6,0.13,0.68,0.07,CVCVC,CVCVCC,2,6
92538,nickel,nikEl,ADJ,1,2.78,2.78,1.28,1.28,CVCVC,CVCCVC,2,6
92539,nickel,nikEl,NOM,1,1.5,1.41,1.55,1.22,CVCVC,CVCCVC,2,6
92745,nocif,nosif,ADJ,1,1.53,0.56,1.69,0.74,CVCVC,CVCVC,2,5
92831,nomade,nomad,NOM,1,1.32,0.6,4.86,1.62,CVCVC,CVCVCV,2,6
93085,normand,nORm@,ADJ,1,0.79,0.45,6.42,2.03,CVCCV,CVCCVCC,2,7
93123,notaire,notER,NOM,1,4.69,4.63,17.23,14.86,CVCVC,CVCVVCV,2,7
93166,notice,notis,NOM,1,1.23,0.92,2.57,1.96,CVCVC,CVCVCV,2,6
93247,nourrice,nuRis,NOM,1,6.17,5.88,8.38,7.36,CVCVC,CVVCCVCV,2,8
93335,novice,novis,ADJ,1,1.29,1.04,1.15,0.81,CVCVC,CVCVCV,2,6
93336,novice,novis,NOM,1,2.01,1.05,2.91,1.35,CVCVC,CVCVCV,2,6
93473,nullard,nylaR,NOM,1,0.51,0.2,0.2,0.07,CVCVC,CVCCVCC,2,7
93538,nunuche,nynyS,ADJ,1,0.51,0.35,0.0,0.0,CVCVC,CVCVCCV,2,7
96412,palace,palas,NOM,1,4.85,4.56,7.77,5.47,CVCVC,CVCVCV,2,6
96470,palette,palEt,NOM,1,0.87,0.28,5.68,4.12,CVCVC,CVCVCCV,2,7
96474,pâleur,pal9R,NOM,1,1.38,1.38,10.41,10.0,CVCVC,CVCVVC,2,6
96496,pâlir,paliR,VER,1,1.19,0.54,15.14,4.39,CVCVC,CVCVC,2,5
96585,palper,palpe,VER,1,1.81,0.97,13.04,4.19,CVCCV,CVCCVC,2,6
96653,pamphlet,p@flE,NOM,1,2.84,1.11,1.42,0.68,CVCCV,CVCCCCVC,2,8
96669,panache,panaS,NOM,1,1.09,0.95,7.36,5.14,CVCVC,CVCVCCV,2,7
96675,panade,panad,NOM,1,0.96,0.96,1.22,0.95,CVCVC,CVCVCV,2,6
96698,pancake,p@kEk,NOM,1,2.97,0.44,0.2,0.14,CVCVC,CVCCVCV,2,7
96860,panthère,p@tER,NOM,1,2.08,1.84,5.41,3.65,CVCVC,CVCCCVCV,2,8
97074,parade,paRad,NOM,1,5.1,4.79,11.22,9.93,CVCVC,CVCVCV,2,6
97104,parage,paRaZ,NOM,1,5.99,0.01,5.74,0.0,CVCVC,CVCVCV,2,6
97358,pardi,paRdi,ONO,1,2.66,2.66,6.22,6.22,CVCCV,CVCCV,2,5
97460,paresse,paREs,NOM,1,2.65,2.54,12.43,11.89,CVCVC,CVCVCCV,2,7
97488,parfait,paRfE,NOM,1,5.35,2.4,4.93,3.24,CVCCV,CVCCVVC,2,7
97588,parlant,paRl@,ADJ,1,5.62,4.03,5.47,4.32,CVCCV,CVCCVCC,2,7
97618,parlé,paRle,ADJ,1,2.81,2.76,2.03,1.42,CVCCV,CVCCV,2,5
97635,parler,paRle,NOM,1,11.58,11.58,9.05,8.92,CVCCV,CVCCVC,2,6
97713,parpaing,paRp5,NOM,1,0.64,0.22,1.42,0.2,CVCCV,CVCCVVCC,2,8
97823,partant,paRt@,ADJ,1,5.07,3.08,1.82,1.35,CVCCV,CVCCVCC,2,7
97921,parti,paRti,ADJ,1,15.01,11.06,11.62,8.11,CVCCV,CVCCV,2,5
97980,party,paRti,NOM,1,1.54,1.54,0.81,0.81,CVCCV,CVCCV,2,5
97984,parure,paRyR,NOM,1,1.0,0.48,4.05,2.7,CVCVC,CVCVCV,2,6
98057,passade,pasad,NOM,1,0.82,0.72,1.28,0.95,CVCVC,CVCCVCV,2,7
98154,passeur,pas9R,NOM,1,2.24,1.65,2.77,1.96,CVCVC,CVCCVVC,2,7
98162,passif,pasif,ADJ,1,4.0,1.89,7.23,1.82,CVCVC,CVCCVC,2,6
98163,passif,pasif,NOM,1,0.7,0.63,0.47,0.47,CVCVC,CVCCVC,2,6
98268,patate,patat,NOM,1,14.47,4.59,10.74,3.38,CVCVC,CVCVCV,2,6
98343,pater,patER,NOM,1,0.56,0.56,1.62,1.62,CVCVC,CVCVC,2,5
98437,pâtir,patiR,VER,1,1.41,0.56,2.64,1.08,CVCVC,CVCVC,2,5
98566,pâture,patyR,NOM,1,1.94,1.73,3.31,2.77,CVCVC,CVCVCV,2,6
98834,pécheur,peS9R,ADJ,1,1.75,0.62,1.55,0.74,CVCVC,CVCCVVC,2,7
98835,pêcheur,pES9R,NOM,1,10.34,5.08,27.43,13.11,CVCVC,CVCCVVC,2,7
98836,pécheur,peS9R,NOM,1,8.07,3.54,4.53,1.82,CVCVC,CVCCVVC,2,7
98847,pécore,pekOR,NOM,1,0.62,0.49,1.01,0.61,CVCVC,CVCVCV,2,6
98857,pécule,pekyl,NOM,1,0.64,0.64,2.3,2.09,CVCVC,CVCVCV,2,6
98879,pédale,pedal,NOM,1,6.62,1.7,0.27,0.2,CVCVC,CVCVCV,2,6
98996,peinard,pEnaR,ADJ,1,3.92,2.91,9.59,5.88,CVCVC,CVVCVCC,2,7
99191,pénal,penal,ADJ,1,4.64,3.78,3.38,2.91,CVCVC,CVCVC,2,5
99309,pendule,p@dyl,NOM,1,4.78,3.37,11.82,9.86,CVCVC,CVCCVCV,2,7
99362,péniche,peniS,NOM,1,1.55,1.47,7.97,5.27,CVCVC,CVCVCCV,2,7
99372,pénis,penis,NOM,1,8.11,8.11,1.96,1.96,CVCVC,CVCVC,2,5
99437,penseur,p@s9R,NOM,1,1.64,0.84,3.92,1.96,CVCVC,CVCCVVC,2,7
99443,pensif,p@sif,ADJ,1,0.8,0.58,9.8,5.95,CVCVC,CVCCVC,2,6
99485,penthouse,p@tuz,NOM,1,0.9,0.9,0.0,0.0,CVCVC,CVCCCVVCV,2,9
99499,people,pip9l,ADJ,1,3.55,3.55,0.2,0.2,CVCVC,CVVCCV,2,6
99500,people,pip9l,NOM,1,0.52,0.52,0.41,0.41,CVCVC,CVVCCV,2,6
99505,pépère,pepER,ADJ,1,1.21,1.0,3.18,2.5,CVCVC,CVCVCV,2,6
99506,pépère,pepER,NOM,1,0.86,0.86,2.5,1.62,CVCVC,CVCVCV,2,6
99529,pépite,pepit,NOM,1,2.04,0.77,0.61,0.2,CVCVC,CVCVCV,2,6
99555,perçant,pERs@,ADJ,1,0.9,0.41,5.74,2.5,CVCCV,CVCCVCC,2,7
99560,percée,pERse,NOM,1,1.37,1.2,3.99,3.58,CVCCV,CVCCVV,2,6
99591,percer,pERse,VER,1,15.77,6.19,42.03,11.22,CVCCV,CVCCVC,2,6
99631,percher,pERSe,VER,1,2.37,0.23,12.97,0.68,CVCCV,CVCCCVC,2,7
99697,perdant,pERd@,ADJ,1,1.87,1.07,1.42,1.01,CVCCV,CVCCVCC,2,7
99698,perdant,pERd@,NOM,1,6.71,4.04,1.42,0.74,CVCCV,CVCCVCC,2,7
99865,péril,peRil,NOM,1,7.76,6.32,13.78,10.0,CVCVC,CVCVC,2,5
99915,périr,peRiR,VER,1,11.2,3.83,10.34,4.93,CVCVC,CVCVC,2,5
100027,permis,pERmi,ADJ,1,3.42,3.42,4.53,4.53,CVCCV,CVCCVC,2,6
100137,perruche,pERyS,NOM,1,0.78,0.47,2.84,0.81,CVCVC,CVCCVCCV,2,8
100139,perruque,pERyk,NOM,1,9.68,8.03,9.59,7.03,CVCVC,CVCCVCVV,2,8
100148,persan,pERs@,ADJ,1,0.53,0.25,3.04,1.08,CVCCV,CVCCVC,2,6
100220,persil,pERsi,NOM,1,1.75,1.75,2.36,2.36,CVCCV,CVCCVC,2,6
100289,perso,pERso,ADJ,1,2.38,2.33,0.2,0.2,CVCCV,CVCCV,2,5
100496,pétale,petal,NOM,1,3.47,1.17,8.24,1.42,CVCVC,CVCVCV,2,6
100521,pétard,petaR,NOM,1,7.19,4.77,9.93,5.47,CVCVC,CVCVCC,2,6
100525,pétasse,petas,NOM,1,8.03,6.91,0.95,0.61,CVCVC,CVCVCCV,2,7
100629,pétoche,petOS,NOM,1,0.52,0.5,2.77,2.57,CVCVC,CVCVCCV,2,7
100673,pétrin,petR5,NOM,1,10.89,10.82,3.31,3.18,CVCCV,CVCCVC,2,6
100756,peupler,p2ple,VER,1,4.58,0.23,19.66,1.22,CVCCV,CVVCCVC,2,7
100787,phalange,fal@Z,NOM,1,1.0,0.58,5.2,1.69,CVCVC,CCVCVCCV,2,8
101138,physique,fizik,NOM,1,10.27,10.19,12.57,12.36,CVCVC,CCVCVCVV,2,8
101604,pilote,pilOt,ADJ,1,12.33,11.49,2.16,1.55,CVCVC,CVCVCV,2,6
101625,pilule,pilyl,NOM,1,22.64,6.1,12.91,4.86,CVCVC,CVCVCV,2,6
101729,pinède,pinEd,NOM,1,0.72,0.58,3.72,2.7,CVCVC,CVCVCV,2,6
101835,pipette,pipEt,NOM,1,0.55,0.54,0.68,0.54,CVCVC,CVCVCCV,2,7
101914,piquette,pikEt,NOM,1,0.99,0.99,1.15,1.08,CVCVC,CVCVVCCV,2,8
101916,piqueur,pik9R,ADJ,1,0.76,0.61,0.61,0.54,CVCVC,CVCVVVC,2,7
101935,piqûre,pikyR,NOM,1,11.41,7.59,10.95,6.08,CVCVC,CVCVCV,2,6
101947,pirate,piRat,ADJ,1,2.28,1.54,1.42,0.74,CVCVC,CVCVCV,2,6
101948,pirate,piRat,NOM,1,8.14,3.88,5.47,1.69,CVCVC,CVCVCV,2,6
101963,pirogue,piROg,NOM,1,0.76,0.65,4.73,2.5,CVCVC,CVCVCVV,2,7
102023,pisseur,pis9R,NOM,1,0.66,0.25,0.88,0.14,CVCVC,CVCCVVC,2,7
102057,pister,piste,VER,1,1.9,0.76,1.28,0.47,CVCCV,CVCCVC,2,6
102087,piston,pist§,NOM,1,2.46,1.79,3.18,2.5,CVCCV,CVCCVC,2,6
103206,pochard,poSaR,NOM,1,0.73,0.49,1.01,0.54,CVCVC,CVCCVCC,2,7
103228,pochette,poSEt,NOM,1,2.34,1.89,8.85,6.69,CVCVC,CVCCVCCV,2,8
103524,poker,pokER,NOM,1,10.76,10.62,3.92,3.78,CVCVC,CVCVC,2,5
103527,polack,polak,NOM,1,1.48,1.37,0.0,0.0,CVCVC,CVCVCC,2,6
103530,polaire,polER,ADJ,1,2.0,1.71,2.5,1.55,CVCVC,CVCVVCV,2,7
103558,polar,polaR,NOM,1,0.86,0.23,1.49,1.08,CVCVC,CVCVC,2,5
103616,polir,poliR,VER,1,9.45,0.38,11.01,1.42,CVCVC,CVCVC,2,5
103672,polka,pOlka,NOM,1,1.98,1.9,7.64,7.5,CVCCV,CVCCV,2,5
103674,pollen,polEn,NOM,1,1.37,1.2,1.89,1.82,CVCVC,CVCCVC,2,6
103823,pommade,pomad,NOM,1,2.35,2.21,3.04,2.16,CVCVC,CVCCVCV,2,7
103853,pommette,pomEt,NOM,1,0.9,0.21,16.35,2.7,CVCVC,CVCCVCCV,2,8
103882,pompette,p§pEt,ADJ,1,1.21,1.21,0.41,0.41,CVCVC,CVCCVCCV,2,8
103931,poncho,p§tSo,NOM,1,1.04,1.0,0.2,0.2,CVCCV,CVCCCV,2,6
104010,pontage,p§taZ,NOM,1,0.65,0.6,0.07,0.07,CVCVC,CVCCVCV,2,7
104103,porcher,pORSe,NOM,1,1.48,1.46,0.0,0.0,CVCCV,CVCCCVC,2,7
104127,porno,pORno,ADJ,1,7.2,5.13,2.03,1.08,CVCCV,CVCCV,2,5
104128,porno,pORno,NOM,1,9.77,8.73,1.08,0.47,CVCCV,CVCCV,2,5
104152,portant,pORt@,ADJ,1,5.46,5.0,9.73,8.72,CVCCV,CVCCVCC,2,7
104153,portant,pORt@,NOM,1,0.62,0.58,3.38,3.04,CVCCV,CVCCVCC,2,7
104199,portée,pORte,ADJ,1,1.46,1.44,3.85,2.97,CVCCV,CVCCVV,2,6
