Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,freqlivres,nbhomoph,islem,nblettres,nbsyll,cv-cv,cgramortho,pld20,Mlex puPhon,Mlex pld20,Mlex fb,Mlex ff,freq_comb,freq_comb_2,Word,nbphons,Pulexique,PUmMlex,maxPU,finalPU
bonheur,bon9R,bonheur,NOM,78.74,78.34,156.35,2,1,7,2,CV-CVC,NOM,1.65,5,1.65,156.350001,78.34,2.370494587,7.989739173,bonheur,5,5,5,5,TRUE
propos,pRopo,propos,NOM,115.21,115.21,106.28,1,1,6,2,CCV-CV,NOM,1.7,3,1.75,106.2799988,115.21,2.345354121,7.846040073,propos,5,5,3,5,TRUE
patron,patR§,patron,NOM,141.53,122.44,93.85,2,1,6,2,CV-CCV,NOM,1.25,5,2.35,93.85000104,122.44,2.335036443,7.787431632,patron,5,5,5,5,TRUE
honneur,on9R,honneur,NOM,130.69,126.78,87.64,2,1,7,2,V-CVC,NOM,1.55,3,1.65,87.64000053,126.78,2.331265293,7.766063158,honneur,4,3,3,3,FALSE
prison,pRiz§,prison,NOM,147.49,142.97,64.66,3,1,6,2,CCV-CV,NOM,1.3,5,2.5,64.66000024,142.97,2.317290104,7.687123533,prison,5,5,5,5,TRUE
odeur,od9R,odeur,NOM,49.57,47.19,159.86,2,1,5,2,V-CVC,NOM,1.6,3,1.65,159.8599984,47.19,2.316075231,7.680279709,odeur,4,3,3,3,FALSE
village,vilaZ,village,NOM,95.82,87.6,118.24,2,1,7,2,CV-CVC,NOM,1.7,5,1.7,118.2400007,87.6,2.313529775,7.665949793,village,5,5,5,5,TRUE
rapport,RapOR,rapport,NOM,140.08,115.57,87.23,2,1,7,2,CV-CVC,NOM,1.75,5,1.8,87.23000016,115.57,2.307067951,7.629630482,rapport,5,5,5,5,TRUE
jardin,ZaRd5,jardin,NOM,60.21,54.01,148.72,2,1,6,2,CVC-CV,NOM,1.95,5,1.95,148.7200005,54.01,2.306918022,7.62878878,jardin,5,5,5,5,TRUE
époque,epOk,époque,NOM,68.44,67.23,132.7,2,1,6,2,V-CVC,NOM,1.85,4,1.9,132.7000008,67.23,2.300877968,7.594917391,époque,4,4,4,4,TRUE
seigneur,sEN9R,seigneur,NOM,153.82,147.72,51.82,3,1,8,2,CV-CVC,NOM,1.85,5,1.85,51.82000038,147.72,2.300029969,7.590167826,seigneur,5,5,5,5,TRUE
passage,pasaZ,passage,NOM,44.73,40.2,136.82,2,1,7,2,CV-CVC,NOM,1.3,5,1.45,136.8200014,40.2,2.24802234,7.30162678,passage,5,5,5,5,TRUE
couleur,kul9R,couleur,NOM,82.25,57.46,118.65,2,1,7,2,CV-CVC,NOM,1.35,5,1.4,118.6499992,57.46,2.245784015,7.289329857,couleur,5,5,5,5,TRUE
médecin,mEds5,médecin,NOM,140.19,112.35,60.68,2,1,7,2,CVC-CV,NOM,2.3,5,2.4,60.6800007,112.35,2.23812141,7.247308853,médecin,5,5,5,5,TRUE
hasard,azaR,hasard,NOM,48.07,46.98,118.99,2,1,6,2,V-CVC,NOM,1.2,4,1.4,118.9899991,46.98,2.220029592,7.148560979,hasard,4,4,4,4,TRUE
réponse,Rep§s,réponse,NOM,97.06,79.19,83.72,2,1,7,2,CV-CVC,NOM,1.85,4,2.8,83.72000057,79.19,2.211947745,7.104660573,réponse,5,5,4,5,TRUE
colère,kolER,colère,NOM,68.9,67.91,92.77,3,1,6,2,CV-CVC,NOM,1,4,1.3,92.77000086,67.91,2.205961825,7.0722294,colère,5,5,4,5,TRUE
sommeil,somEj,sommeil,NOM,44.53,44.51,112.03,4,1,7,2,CV-CVY,NOM,1.65,5,1.75,112.0300006,44.51,2.194625331,7.011005676,sommeil,5,5,5,5,TRUE
parole,paROl,parole,NOM,103.48,71.07,81.82,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,81.82000073,71.07,2.184379083,6.95589106,parole,5,5,5,5,TRUE
soirée,swaRe,soirée,NOM,102.37,94.36,58.24,2,1,6,2,CYV-CV,NOM,1.55,5,1.7,58.24000002,94.36,2.183554534,6.951464935,soirée,5,5,5,5,TRUE
avion,avj§,avion,NOM,128.35,105.54,46.82,4,1,5,2,V-CYV,NOM,1.45,4,2.7,46.8199998,105.54,2.182870963,6.947796606,avion,4,4,4,4,TRUE
chaleur,Sal9R,chaleur,NOM,39.13,38.77,112.23,2,1,7,2,CV-CVC,NOM,1.6,1,1.6,112.2300007,38.77,2.178976949,6.926917495,chaleur,5,4,1,4,FALSE
dimanche,dim@S,dimanche,NOM,63.98,59.67,87.84,2,1,8,2,CV-CVC,NOM,1.95,5,2.1,87.84000003,59.67,2.168821463,6.872608002,dimanche,5,5,5,5,TRUE
douleur,dul9R,douleur,NOM,75.89,65.78,77.84,2,1,7,2,CV-CVC,NOM,1.55,4,1.6,77.8400008,65.78,2.157214925,6.810791157,douleur,5,4,4,4,FALSE
campagne,k@paN,campagne,NOM,51.12,48.61,94.73,2,1,8,2,CV-CVC,NOM,1.8,5,1.95,94.73000024,48.61,2.156367401,6.806287768,campagne,5,5,5,5,TRUE
courage,kuRaZ,courage,NOM,70.73,70.7,69.8,2,1,7,2,CV-CVC,NOM,1.45,5,1.55,69.80000038,70.7,2.147676325,6.760189924,courage,5,5,5,5,TRUE
erreur,ER9R,erreur,NOM,124.15,101.33,37.84,2,1,6,2,V-CVC,NOM,1.8,3,1.8,37.83999989,101.33,2.143545627,6.738333481,erreur,4,3,3,3,FALSE
oreille,oREj,oreille,NOM,73.54,34.46,103.45,2,1,7,2,V-CVY,NOM,1.65,3,1.75,103.449999,34.46,2.139595755,6.717465751,oreille,4,4,3,4,TRUE
appel,apEl,appel,NOM,100.18,80.88,56.69,5,1,5,2,V-CVC,NOM,1.4,4,1.65,56.69000014,80.88,2.138523738,6.711807515,appel,4,4,4,4,TRUE
enfance,@f@s,enfance,NOM,33.01,32.7,103.11,2,1,7,2,V-CVC,NOM,1.65,4,1.8,103.1100008,32.7,2.132931752,6.68232961,enfance,4,4,4,4,TRUE
message,mesaZ,message,NOM,117.11,99.7,31.15,2,1,7,2,CV-CVC,NOM,1.8,5,1.8,31.1500002,99.7,2.116773728,6.597504742,message,5,5,5,5,TRUE
désir,deziR,désir,NOM,45.35,31.59,96.69,5,1,5,2,CV-CVC,NOM,1.3,5,1.6,96.69000009,31.59,2.108158952,6.552493117,désir,5,5,5,5,TRUE
conseil,k§sEj,conseil,NOM,87.14,68.86,58.18,5,1,7,2,CV-CVY,NOM,1.65,5,2.85,58.17999989,68.86,2.103940485,6.530506048,conseil,5,5,5,5,TRUE
enfer,@fER,enfer,NOM,88.86,86.02,38.78,5,1,5,2,V-CVC,NOM,1.15,4,1.6,38.78000011,86.02,2.096214586,6.490330175,enfer,4,4,4,4,TRUE
malheur,mal9R,malheur,NOM,56.89,49.16,72.84,2,1,7,2,CV-CVC,NOM,1.35,4,1.35,72.84000034,49.16,2.086359832,6.43925718,malheur,5,4,4,4,FALSE
effort,efOR,effort,NOM,42.7,23.26,98.18,2,1,6,2,V-CVC,NOM,1.75,4,1.85,98.1799991,23.26,2.084361755,6.428925682,effort,4,4,4,4,TRUE
destin,dest5,destin,NOM,53.03,51.93,62.77,2,1,6,2,CVC-CV,NOM,1.85,5,1.9,62.77000044,51.93,2.05956342,6.301364899,destin,5,5,5,5,TRUE
bouteille,butEj,bouteille,NOM,57.24,42.31,70.41,2,1,9,2,CV-CVY,NOM,1.9,5,1.95,70.40999949,42.31,2.052000978,6.262708992,bouteille,5,5,5,5,TRUE
jeunesse,Z9nEs,jeunesse,NOM,28.71,27.21,83.24,2,1,8,2,CV-CVC,NOM,1.9,5,1.9,83.24000035,27.21,2.043165722,6.217691887,jeunesse,5,5,5,5,TRUE
machine,maSin,machine,NOM,67.72,44.94,58.99,2,1,7,2,CV-CVC,NOM,1.6,5,1.85,58.98999973,44.94,2.016740926,6.083984889,machine,5,5,5,5,TRUE
horreur,oR9R,horreur,NOM,46.19,39.79,61.35,2,1,7,2,V-CVC,NOM,1.55,3,1.7,61.35000031,39.79,2.004922951,6.024638989,horreur,4,3,3,3,FALSE
taxi,taksi,taxi,NOM,63.77,59.42,41.22,2,1,4,2,CVC-CV,NOM,1.65,5,1.8,41.2200001,59.42,2.002770629,6.013860819,taxi,5,5,5,5,TRUE
soldat,sOlda,soldat,NOM,107.92,52.78,46.22,4,1,6,2,CVC-CV,NOM,1.8,5,1.9,46.2199997,52.78,1.995635193,5.978195018,soldat,5,5,5,5,TRUE
morceau,mORso,morceau,NOM,64.78,40.65,57.84,2,1,7,2,CVC-CV,NOM,1.7,5,1.75,57.83999945,40.65,1.993392135,5.967004339,morceau,5,5,5,5,TRUE
défense,def@s,défense,NOM,50.94,48.56,47.77,2,1,7,2,CV-CVC,NOM,1.55,5,1.7,47.7700005,48.56,1.983761563,5.9190715,défense,5,5,5,5,TRUE
tableau,tablo,tableau,NOM,50.11,37.8,57.84,2,1,7,2,CV-CCV,NOM,1.7,5,1.85,57.83999945,37.8,1.980639565,5.903572651,tableau,5,5,5,5,TRUE
objet,ObZE,objet,NOM,45.94,26.88,67.09,2,1,5,2,VC-CV,NOM,2,4,2,67.08999934,26.88,1.972989224,5.865675701,objet,4,4,4,4,TRUE
fauteuil,fot9j,fauteuil,NOM,19.27,17.16,76.69,2,1,8,2,CV-CVY,NOM,1.95,5,2.05,76.68999974,17.16,1.972434276,5.862931248,fauteuil,5,5,5,5,TRUE
succès,syksE,succès,NOM,39.58,39.58,53.72,1,1,6,2,CVC-CV,NOM,1.75,5,1.9,53.72000016,39.58,1.969881644,5.850315338,succès,5,5,5,5,TRUE
respect,REspE,respect,NOM,54.78,50.47,42.43,2,1,7,2,CVC-CV,NOM,1.9,5,2,42.43000006,50.47,1.968015714,5.841101566,respect,5,5,5,5,TRUE
vitesse,vitEs,vitesse,NOM,40.12,37.89,54.59,2,1,7,2,CV-CVC,NOM,2,4,2,54.58999948,37.89,1.966047819,5.831391844,vitesse,5,4,4,4,FALSE
printemps,pR5t@,printemps,NOM,27.85,27.85,60.88,1,1,9,2,CCV-CV,NOM,1.75,5,1.9,60.88000071,27.85,1.948070485,5.743049099,printemps,5,5,5,5,TRUE
naissance,nEs@s,naissance,NOM,39.72,37.9,49.53,2,1,9,2,CV-CVC,NOM,1.85,5,2.05,49.5300002,37.9,1.941660479,5.711705897,naissance,5,5,5,5,TRUE
cerveau,sERvo,cerveau,NOM,61.59,57.67,28.92,2,1,7,2,CVC-CV,NOM,1.55,5,1.7,28.92000006,57.67,1.93746774,5.691248983,cerveau,5,5,5,5,TRUE
montagne,m§taN,montagne,NOM,62.01,36.76,49.8,2,1,8,2,CV-CVC,NOM,1.8,5,2.8,49.79999973,36.76,1.937317246,5.69051536,montagne,5,5,5,5,TRUE
peinture,p5tyR,peinture,NOM,29.53,25.83,59.39,2,1,8,2,CV-CVC,NOM,1.6,5,1.65,59.39000005,25.83,1.93054153,5.65753213,peinture,5,5,5,5,TRUE
projet,pRoZE,projet,NOM,69.59,44.18,39.86,2,1,6,2,CCV-CV,NOM,1.6,5,1.85,39.85999978,44.18,1.924486043,5.628132571,projet,5,5,5,5,TRUE
poisson,pwas§,poisson,NOM,81.51,53.61,30.14,3,1,7,2,CYV-CV,NOM,1.4,5,2.35,30.14000013,53.61,1.922984816,5.62085542,poisson,5,5,5,5,TRUE
client,klij@,client,NOM,112.12,53.63,28.78,2,1,6,2,CCV-YV,NOM,1.75,5,1.9,28.77999977,53.63,1.915979913,5.58695894,client,5,5,5,5,TRUE
humeur,ym9R,humeur,NOM,31.26,29.8,52.57,2,1,6,2,V-CVC,NOM,1.65,3,1.75,52.57000045,29.8,1.915769068,5.585940192,humeur,4,3,3,3,FALSE
douceur,dus9R,douceur,NOM,16.87,16.02,66.08,2,1,7,2,CV-CVC,NOM,1.65,3,1.7,66.07999939,16.02,1.914343154,5.579052865,douceur,5,4,3,4,FALSE
chauffeur,Sof9R,chauffeur,NOM,40.59,37.35,44.19,2,1,9,2,CV-CVC,NOM,1.75,5,1.85,44.18999986,37.35,1.911370706,5.564708684,chauffeur,5,5,5,5,TRUE
valise,valiz,valise,NOM,50.99,33.21,47.43,2,1,6,2,CV-CVC,NOM,1.75,5,1.8,47.43000011,33.21,1.90655052,5.541485404,valise,5,5,5,5,TRUE
parfum,paRf1,parfum,NOM,30,24.44,52.36,2,1,6,2,CVC-CV,NOM,1.85,5,1.9,52.35999989,24.44,1.885361219,5.439948147,parfum,5,5,5,5,TRUE
abri,abRi,abri,NOM,25.9,22.7,51.08,2,1,4,2,V-CCV,NOM,1.55,4,1.65,51.08000053,22.7,1.867938654,5.357133469,abri,4,4,4,4,TRUE
valeur,val9R,valeur,NOM,45.4,32.48,40.74,2,1,6,2,CV-CVC,NOM,1.35,5,1.4,40.73999955,32.48,1.864629722,5.341473722,valeur,5,5,5,5,TRUE
procès,pRosE,procès,NOM,45.41,45.41,24.32,1,1,6,2,CCV-CV,NOM,1.55,5,1.9,24.31999992,45.41,1.843419665,5.241615725,procès,5,5,5,5,TRUE
allure,alyR,allure,NOM,10.57,10,57.09,2,1,6,2,V-CVC,NOM,1.1,4,1.55,57.09000047,10,1.826657795,5.163336495,allure,4,4,4,4,TRUE
cellule,selyl,cellule,NOM,42.98,31.06,35.34,3,1,7,2,CV-CVC,NOM,1.9,5,1.9,35.33999975,31.06,1.822168078,5.142464581,cellule,5,5,5,5,TRUE
égard,egaR,égard,NOM,9.19,6.77,58.31,5,1,5,2,V-CVC,NOM,1.4,4,1.65,58.30999945,6.77,1.813447541,5.102039523,égard,4,4,4,4,TRUE
plateau,plato,plateau,NOM,17.17,15.73,45.74,2,1,7,2,CCV-CV,NOM,1.75,5,1.75,45.74000021,15.73,1.788663215,4.98797931,plateau,5,5,5,5,TRUE
essence,es@s,essence,NOM,33.24,32.91,27.77,2,1,7,2,V-CVC,NOM,1.8,2,1.9,27.76999987,32.91,1.783045571,4.96229708,essence,4,4,2,4,TRUE
éclat,ekla,éclat,NOM,14.28,9.73,50.95,2,1,5,2,V-CCV,NOM,1.75,4,1.95,50.94999977,9.73,1.78304557,4.962297077,éclat,4,4,4,4,TRUE
automne,otOn,automne,NOM,16.91,16.88,42.97,2,1,7,2,V-CVC,NOM,1.75,3,1.9,42.97000044,16.88,1.777064158,4.935021179,automne,4,4,3,4,TRUE
juillet,Z8ijE,juillet,NOM,11.97,11.96,47.57,2,1,7,2,CYV-YV,NOM,1.95,4,2.3,47.56999961,11.96,1.77473588,4.924423322,juillet,5,4,4,4,FALSE
faveur,fav9R,faveur,NOM,36.65,31.09,27.64,2,1,6,2,CV-CVC,NOM,1.7,4,1.7,27.63999976,31.09,1.768859999,4.897725695,faveur,5,4,4,4,FALSE
boutique,butik,boutique,NOM,26.53,22.29,36.01,2,1,8,2,CV-CVC,NOM,1.7,5,1.75,36.01000042,22.29,1.765668558,4.883254014,boutique,5,5,5,5,TRUE
détail,detaj,détail,NOM,55.78,19.82,37.97,3,1,6,2,CV-CVY,NOM,1.45,5,1.85,37.97000038,19.82,1.761852697,4.865977624,détail,5,5,5,5,TRUE
métro,metRo,métro,NOM,18.17,17.66,40,2,1,5,2,CV-CCV,NOM,1.75,2,1.9,40.00000031,17.66,1.76087464,4.86155414,métro,5,5,2,5,TRUE
domaine,domEn,domaine,NOM,21.57,19.21,37.91,2,1,7,2,CV-CVC,NOM,1.85,5,2,37.90999993,19.21,1.756788198,4.843092972,domaine,5,5,5,5,TRUE
misère,mizER,misère,NOM,18.77,16.85,39.46,2,1,6,2,CV-CVC,NOM,1.6,5,1.75,39.46000015,16.85,1.750585528,4.815135221,misère,5,5,5,5,TRUE
plafond,plaf§,plafond,NOM,10.34,9.44,46.35,2,1,7,2,CCV-CV,NOM,1.95,5,2.9,46.34999964,9.44,1.746556359,4.797015472,plafond,5,5,5,5,TRUE
usage,yzaZ,usage,NOM,14.45,13.26,42.3,2,1,5,2,V-CVC,NOM,1.9,4,1.95,42.30000036,13.26,1.74476224,4.788957514,usage,4,4,4,4,TRUE
mensonge,m@s§Z,mensonge,NOM,61.05,33.64,21.89,2,1,8,2,CV-CVC,NOM,1.9,5,2.75,21.88999986,33.64,1.744527672,4.787904472,mensonge,5,5,5,5,TRUE
régime,ReZim,régime,NOM,19.43,18.52,36.69,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,36.69000022,18.52,1.742017749,4.776643586,régime,5,5,5,5,TRUE
métal,metal,métal,NOM,14.36,12.16,41.82,1,1,5,2,CV-CVC,NOM,1.5,5,1.55,41.81999971,12.16,1.732232878,4.732863621,métal,5,5,5,5,TRUE
accès,aksE,accès,NOM,29.53,29.53,23.78,1,1,5,2,VC-CV,NOM,1.45,4,1.65,23.77999988,29.53,1.726808682,4.708676904,accès,4,4,4,4,TRUE
ennui,@n8i,ennui,NOM,76.64,14.76,38.24,5,1,5,2,V-CYV,NOM,1.8,4,1.9,38.24000012,14.76,1.724275871,4.697403148,ennui,4,4,4,4,TRUE
signal,siNal,signal,NOM,39.61,33.98,18.72,4,1,6,2,CV-CVC,NOM,1.45,5,1.8,18.71999997,33.98,1.721810615,4.686442409,signal,5,5,5,5,TRUE
langage,l@gaZ,langage,NOM,16.68,16.56,36.01,2,1,7,2,CV-CVC,NOM,1.9,5,1.95,36.01000042,16.56,1.72073798,4.681677178,langage,5,4,5,5,TRUE
séjour,seZuR,séjour,NOM,16.6,15.7,36.82,2,1,6,2,CV-CVC,NOM,1.95,5,2,36.81999961,15.7,1.720324714,4.679841836,séjour,5,5,5,5,TRUE
patrie,patRi,patrie,NOM,23.36,23.36,28.65,3,1,6,2,CV-CCV,NOM,1.55,5,1.75,28.65000016,23.36,1.716086855,4.661040949,patrie,5,5,5,5,TRUE
concert,k§sER,concert,NOM,31.65,26.51,24.86,2,1,7,2,CV-CVC,NOM,1.2,5,2.45,24.85999997,26.51,1.710709565,4.637236783,concert,5,5,5,5,TRUE
accent,aks@,accent,NOM,14.56,12.98,38.31,2,1,6,2,VC-CV,NOM,1.65,4,1.8,38.30999965,12.98,1.710032696,4.634244518,accent,4,4,4,4,TRUE
fantôme,f@tom,fantôme,NOM,48.23,29.71,20.74,2,1,7,2,CV-CVC,NOM,2,5,2.15,20.74000001,29.71,1.702861171,4.602597337,fantôme,5,5,5,5,TRUE
auteur,ot9R,auteur,NOM,23.52,17.62,32.3,5,1,6,2,V-CVC,NOM,1.35,3,1.45,32.29999973,17.62,1.698274574,4.582411104,auteur,4,3,3,3,FALSE
poignée,pwaNe,poignée,NOM,13.61,11.65,36.35,3,1,7,2,CYV-CV,NOM,1.45,5,1.6,36.35000033,11.65,1.68124124,4.507813349,poignée,5,5,5,5,TRUE
cabine,kabin,cabine,NOM,20,17.65,29.86,2,1,6,2,CV-CVC,NOM,1.5,5,1.6,29.85999988,17.65,1.676785029,4.488393064,cabine,5,5,5,5,TRUE
bagnole,baNOl,bagnole,NOM,23.93,21.18,26.28,2,1,7,2,CV-CVC,NOM,1.95,3,1.95,26.28000025,21.18,1.676327736,4.486402415,bagnole,5,4,3,4,FALSE
prénom,pRen§,prénom,NOM,25.88,23.18,24.19,2,1,6,2,CCV-CV,NOM,1.8,5,2.8,24.19000015,23.18,1.675503386,4.482814983,prénom,5,5,5,5,TRUE
sergent,sERZ@,sergent,NOM,27.36,26.48,20.88,2,1,7,2,CVC-CV,NOM,1.65,5,1.75,20.88000012,26.48,1.675411695,4.482416042,sergent,5,5,5,5,TRUE
union,ynj§,union,NOM,19.14,18.1,29.19,2,1,5,2,V-CYV,NOM,1.75,4,2.7,29.18999979,18.1,1.674769312,4.479621561,union,4,4,4,4,TRUE
écart,ekaR,écart,NOM,14.71,14.36,32.3,2,1,5,2,V-CVC,NOM,1.3,4,1.5,32.29999973,14.36,1.668944732,4.45432125,écart,4,4,4,4,TRUE
garage,gaRaZ,garage,NOM,25.25,24.41,22.23,2,1,6,2,CV-CVC,NOM,1.65,5,1.7,22.23000001,24.41,1.668758542,4.453513613,garage,5,5,5,5,TRUE
aspect,aspE,aspect,NOM,12.78,9.88,36.01,2,1,6,2,VC-CV,NOM,1.8,4,1.9,36.01000042,9.88,1.661718062,4.423024978,aspect,4,4,4,4,TRUE
carton,kaRt§,carton,NOM,16.01,10.92,34.8,2,1,6,2,CVC-CV,NOM,1.15,5,2.05,34.80000028,10.92,1.660106224,4.416058901,carton,5,5,5,5,TRUE
colline,kolin,colline,NOM,26.39,15.61,30.07,3,1,7,2,CV-CVC,NOM,1.4,2,1.55,30.06999977,15.61,1.659726093,4.414416797,colline,5,5,2,5,TRUE
instinct,5st5,instinct,NOM,16.95,14.27,31.01,2,1,8,2,VC-CV,NOM,1.95,4,1.95,31.00999969,14.27,1.655906415,4.397932471,instinct,4,4,4,4,TRUE
orage,oRaZ,orage,NOM,17.14,14.5,30.61,2,1,5,2,V-CVC,NOM,1.4,4,1.45,30.6100003,14.5,1.65427283,4.390891426,orage,4,4,4,4,TRUE
chasseur,Sas9R,chasseur,NOM,34.92,21.27,23.58,2,1,8,2,CV-CVC,NOM,1.65,4,1.7,23.58000008,21.27,1.651762448,4.380081633,chasseur,5,4,4,4,FALSE
décor,dekOR,décor,NOM,8.38,6.01,38.78,4,1,5,2,CV-CVC,NOM,1.25,4,1.75,38.78000011,6.01,1.651181064,4.377579968,décor,5,5,4,5,TRUE
réveil,RevEj,réveil,NOM,18.43,18.16,26.22,5,1,6,2,CV-CVY,NOM,1.6,5,2.2,26.21999995,18.16,1.647187297,4.36041329,réveil,5,5,5,5,TRUE
navire,naviR,navire,NOM,21.98,15.83,28.04,2,1,6,2,CV-CVC,NOM,1.7,5,1.9,28.03999986,15.83,1.642167633,4.338882168,navire,5,5,5,5,TRUE
vengeance,v@Z@s,vengeance,NOM,28.27,27.85,15.88,2,1,9,2,CV-CVC,NOM,1.85,5,2,15.87999991,27.85,1.640779476,4.332936767,vengeance,5,4,5,5,TRUE
crédit,kRedi,crédit,NOM,28.21,25.82,17.57,2,1,6,2,CCV-CV,NOM,1.75,5,1.8,17.56999984,25.82,1.637389649,4.31843451,crédit,5,5,5,5,TRUE
balcon,balk§,balcon,NOM,10.53,9.9,32.97,2,1,6,2,CVC-CV,NOM,1.9,5,2.75,32.97000024,9.9,1.632153486,4.296078488,balcon,5,5,5,5,TRUE
rigueur,Rig9R,rigueur,NOM,4.87,4.72,37.77,2,1,7,2,CV-CVC,NOM,1.7,4,1.7,37.76999991,4.72,1.62828673,4.279604406,rigueur,5,4,4,4,FALSE
échelle,eSEl,échelle,NOM,14.09,13.46,28.04,2,1,7,2,V-CVC,NOM,1.9,4,1.95,28.03999986,13.46,1.618048095,4.236127734,échelle,4,4,4,4,TRUE
écran,ekR@,écran,NOM,23.68,19.78,21.15,2,1,5,2,V-CCV,NOM,1.6,4,1.7,21.14999997,19.78,1.612041744,4.21072033,écran,4,4,4,4,TRUE
séance,se@s,séance,NOM,22.91,18.49,22.3,2,1,6,2,CV-VC,NOM,1.65,4,1.7,22.29999994,18.49,1.610553705,4.20443694,séance,4,4,4,4,TRUE
poète,poEt,poète,NOM,22.65,16.98,23.45,2,1,5,2,CV-VC,NOM,1.6,4,1.8,23.44999981,16.98,1.606703739,4.188200645,poète,4,4,4,4,TRUE
villa,villa,villa,NOM,16.61,15.3,24.8,2,1,5,2,CVC-CV,NOM,2,4,2.4,24.80000024,15.3,1.603144375,4.173216263,villa,5,4,4,4,FALSE
cabane,kaban,cabane,NOM,15.36,14.34,25.68,2,1,6,2,CV-CVC,NOM,1.7,5,1.75,25.68000029,14.34,1.602277087,4.169568952,cabane,5,5,5,5,TRUE
chapelle,SapEl,chapelle,NOM,7.42,7.37,32.36,2,1,8,2,CV-CVC,NOM,1.75,5,1.8,32.35999985,7.37,1.599118563,4.156298743,chapelle,5,5,5,5,TRUE
drapeau,dRapo,drapeau,NOM,19.69,14.66,23.31,2,1,7,2,CCV-CV,NOM,1.65,5,1.85,23.31000006,14.66,1.579440598,4.0740732,drapeau,5,5,5,5,TRUE
piscine,pisin,piscine,NOM,23.62,22.19,15.74,2,1,7,2,CV-CVC,NOM,1.95,5,1.95,15.73999986,22.19,1.578982841,4.072169654,piscine,5,5,5,5,TRUE
mardi,maRdi,mardi,NOM,23.65,22.38,15.47,2,1,5,2,CVC-CV,NOM,1.65,4,1.75,15.47000003,22.38,1.578065884,4.068357819,mardi,5,4,4,4,FALSE
terreur,tER9R,terreur,NOM,15.18,13.87,23.78,2,1,7,2,CV-CVC,NOM,1.8,4,1.8,23.77999988,13.87,1.575764979,4.058800249,terreur,5,4,4,4,FALSE
fureur,fyR9R,fureur,NOM,7.87,7.03,30.61,4,1,6,2,CV-CVC,NOM,1.7,4,1.8,30.6100003,7.03,1.575649618,4.058321338,fureur,5,4,4,4,FALSE
légende,leZ@d,légende,NOM,20.41,16.07,21.49,2,1,7,2,CV-CVC,NOM,1.95,5,2.4,21.49000024,16.07,1.574725586,4.054486259,légende,5,5,5,5,TRUE
vertu,vERty,vertu,NOM,17.75,13.49,24.05,2,1,5,2,CVC-CV,NOM,1.8,5,1.95,24.04999999,13.49,1.574494268,4.053526469,vertu,5,5,5,5,TRUE
